0,0.0,0.0
1,500.0,0.0
2,1000.0,0.0
3,1500.0,0.0
4,2000.0,0.0
5,2500.0,0.0
6,3000.0,0.0
7,3500.0,0.0
8,4000.0,0.0
9,0.0,500.0
10,500.0,500.0
11,1000.0,500.0
12,1500.0,500.0
13,2000.0,500.0
14,2500.0,500.0
15,3000.0,500.0
16,3500.0,500.0
17,4000.0,500.0
18,0.0,1000.0
19,500.0,1000.0
20,1000.0,1000.0
21,1500.0,1000.0
22,2000.0,1000.0
23,2500.0,1000.0
24,3000.0,1000.0
25,3500.0,1000.0
26,4000.0,1000.0
27,0.0,1500.0
28,500.0,1500.0
29,1000.0,1500.0
30,1500.0,1500.0
31,2000.0,1500.0
32,2500.0,1500.0
33,3000.0,1500.0
34,3500.0,1500.0
35,4000.0,1500.0
36,0.0,2000.0
37,500.0,2000.0
38,1000.0,2000.0
39,1500.0,2000.0
40,2000.0,2000.0
41,2500.0,2000.0
42,3000.0,2000.0
43,3500.0,2000.0
44,4000.0,2000.0
45,0.0,2500.0
46,500.0,2500.0
47,1000.0,2500.0
48,1500.0,2500.0
49,2000.0,2500.0
50,2500.0,2500.0
51,3000.0,2500.0
52,3500.0,2500.0
53,4000.0,2500.0
54,0.0,3000.0
55,500.0,3000.0
56,1000.0,3000.0
57,1500.0,3000.0
58,2000.0,3000.0
59,2500.0,3000.0
60,3000.0,3000.0
61,3500.0,3000.0
62,4000.0,3000.0
63,0.0,3500.0
64,500.0,3500.0
65,1000.0,3500.0
66,1500.0,3500.0
67,2000.0,3500.0
68,2500.0,3500.0
69,3000.0,3500.0
70,3500.0,3500.0
71,4000.0,3500.0
72,0.0,4000.0
73,500.0,4000.0
74,1000.0,4000.0
75,1500.0,4000.0
76,2000.0,4000.0
77,2500.0,4000.0
78,3000.0,4000.0
79,3500.0,4000.0
80,4000.0,4000.0
