simTime,stationId,event,aiKey
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
3,14,EnvReady,2333
3.03669,14,EnvReady,2333
3.99098,0,EnvReady,2333
5.08411,0,EnvReady,2333
5.35274,28,EnvReady,2333
5.6607,22,EnvReady,2333
5.68452,33,EnvReady,2333
7.57246,42,EnvReady,2333
8.09224,53,EnvReady,2333
9.07364,53,EnvReady,2333
10.1525,64,EnvReady,2333
10.8424,15,EnvReady,2333
11.1963,9,EnvReady,2333
11.4182,55,EnvReady,2333
11.5984,77,EnvReady,2333
12.2856,61,EnvReady,2333
13.6869,48,EnvReady,2333
14.5858,72,EnvReady,2333
15.8583,73,EnvReady,2333
18.0581,32,EnvReady,2333
18.1267,145,EnvReady,2333
18.4751,9,EnvReady,2333
18.4864,4,EnvReady,2333
19.2153,49,EnvReady,2333
19.2732,150,EnvReady,2333
21.2279,147,EnvReady,2333
22.2949,51,EnvReady,2333
22.5342,1,EnvReady,2333
24.5471,146,EnvReady,2333
24.7408,50,EnvReady,2333
3,14,EnvReady,2333
3.03669,14,EnvReady,2333
3.99098,0,EnvReady,2333
5.08411,0,EnvReady,2333
5.35274,28,EnvReady,2333
5.6607,22,EnvReady,2333
5.68452,33,EnvReady,2333
7.57246,42,EnvReady,2333
8.09224,53,EnvReady,2333
9.07364,53,EnvReady,2333
10.1525,64,EnvReady,2333
10.8424,15,EnvReady,2333
11.1963,9,EnvReady,2333
11.4182,55,EnvReady,2333
11.5984,77,EnvReady,2333
12.2856,61,EnvReady,2333
13.6869,48,EnvReady,2333
14.5858,72,EnvReady,2333
15.8583,73,EnvReady,2333
18.0581,32,EnvReady,2333
18.1267,145,EnvReady,2333
18.4751,9,EnvReady,2333
18.4864,4,EnvReady,2333
19.2153,49,EnvReady,2333
19.2732,150,EnvReady,2333
21.2279,147,EnvReady,2333
22.2949,51,EnvReady,2333
22.5342,1,EnvReady,2333
24.5471,146,EnvReady,2333
24.7408,50,EnvReady,2333
25.5472,167,EnvReady,2333
26.217,191,EnvReady,2333
27.753,199,EnvReady,2333
30.4978,84,EnvReady,2333
30.8904,154,EnvReady,2333
32.5414,161,EnvReady,2333
32.8258,86,EnvReady,2333
33.4111,222,EnvReady,2333
34.0195,203,EnvReady,2333
36.6594,191,EnvReady,2333
36.9939,241,EnvReady,2333
37.0341,72,EnvReady,2333
37.1227,233,EnvReady,2333
38.4512,200,EnvReady,2333
39.1416,112,EnvReady,2333
40.2407,30,EnvReady,2333
40.7184,99,EnvReady,2333
41.0362,66,EnvReady,2333
41.4829,66,EnvReady,2333
42.8459,35,EnvReady,2333
44.5919,164,EnvReady,2333
44.936,46,EnvReady,2333
45.1268,46,EnvReady,2333
46.8797,163,EnvReady,2333
47.3553,228,EnvReady,2333
48.1165,172,EnvReady,2333
48.2279,383,EnvReady,2333
48.5024,207,EnvReady,2333
49.6052,58,EnvReady,2333
49.6795,260,EnvReady,2333
49.7621,83,EnvReady,2333
50.4284,311,EnvReady,2333
52.1336,8,EnvReady,2333
52.9122,299,EnvReady,2333
53.1527,59,EnvReady,2333
55.1328,230,EnvReady,2333
56.0156,82,EnvReady,2333
57.4658,217,EnvReady,2333
58.5014,341,EnvReady,2333
58.7285,21,EnvReady,2333
61.2847,141,EnvReady,2333
62.3884,65,EnvReady,2333
63.6134,385,EnvReady,2333
64.6787,190,EnvReady,2333
65.2208,204,EnvReady,2333
65.6194,238,EnvReady,2333
65.6806,265,EnvReady,2333
65.9653,375,EnvReady,2333
66.1624,30,EnvReady,2333
68.0219,292,EnvReady,2333
69.7505,266,EnvReady,2333
70.4834,406,EnvReady,2333
71.3494,313,EnvReady,2333
73.5729,260,EnvReady,2333
73.8132,354,EnvReady,2333
74.2886,332,EnvReady,2333
74.4382,187,EnvReady,2333
74.8488,278,EnvReady,2333
75.8443,352,EnvReady,2333
76.2457,321,EnvReady,2333
81.4509,295,EnvReady,2333
81.8025,439,EnvReady,2333
82.9244,12,EnvReady,2333
83.2006,552,EnvReady,2333
84.7489,36,EnvReady,2333
85.5474,563,EnvReady,2333
86.207,665,EnvReady,2333
86.4447,651,EnvReady,2333
87.3843,407,EnvReady,2333
88.0652,47,EnvReady,2333
88.2041,633,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
26.1716,170,EnvReady,2333
28.7166,128,EnvReady,2333
33.1163,86,EnvReady,2333
33.2533,164,EnvReady,2333
33.9502,175,EnvReady,2333
33.9728,90,EnvReady,2333
35.4305,264,EnvReady,2333
35.5463,40,EnvReady,2333
39.4558,67,EnvReady,2333
41.5898,291,EnvReady,2333
42.0685,238,EnvReady,2333
46.0941,47,EnvReady,2333
46.4816,124,EnvReady,2333
48.0943,236,EnvReady,2333
49.434,207,EnvReady,2333
52.506,107,EnvReady,2333
57.9957,133,EnvReady,2333
58.7808,52,EnvReady,2333
3,14,EnvReady,2333
3.07338,16,EnvReady,2333
4.98197,37,EnvReady,2333
7.16822,25,EnvReady,2333
7.70548,43,EnvReady,2333
8.3214,22,EnvReady,2333
8.36904,18,EnvReady,2333
12.1449,73,EnvReady,2333
13.1845,15,EnvReady,2333
15.1473,41,EnvReady,2333
17.305,111,EnvReady,2333
18.6848,33,EnvReady,2333
19.3926,46,EnvReady,2333
19.8365,155,EnvReady,2333
20.1967,25,EnvReady,2333
21.5713,88,EnvReady,2333
24.3737,42,EnvReady,2333
3,14,EnvReady,2333
